"region","age","cohort","median","iqr"
"australia_new zealand",20,1994,0.00110000300828274,0.000319616282062995
"australia_new zealand",21,1994,0.00138987780927894,0.000385853575030097
"australia_new zealand",22,1994,0.0017072624482544,0.000449833633616408
"australia_new zealand",23,1994,0.00205256183015052,0.000513166628925035
"australia_new zealand",24,1994,0.00242745107916886,0.000579120099524686
"australia_new zealand",25,1994,0.00283225549115014,0.000649194142842475
"australia_new zealand",26,1994,0.00325474097148293,0.000721875559053558
"australia_new zealand",27,1994,0.00369489399837062,0.000796318672626853
"australia_new zealand",28,1994,0.00415209150738122,0.000870619991145076
"australia_new zealand",29,1994,0.00462653541743669,0.000942803971332183
"australia_new zealand",30,1994,0.00511854407425972,0.00101155009462991
"australia_new zealand",31,1994,0.00558818855883226,0.00107572250078294
"australia_new zealand",32,1994,0.00603712244473911,0.00113543461483857
"australia_new zealand",33,1994,0.00646765502296819,0.00119130482717708
"australia_new zealand",34,1994,0.00688231412303332,0.00124396843785109
